agency,date,time,event_num,incident_num,nature_code,Nature_Description,beat_zone,event_source,disposition_code,Hour,Year,Num,NumDay,NumMonth,YearMon,Location,NatureMajor
SRP,04/12/2017 12:00:00 AM,0720,171020052,,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,7,2017,1,3 Wed,,2017_04,"(38.42901374909752, -122.74110123042435)",UNWANTED GUEST
SRP,03/13/2017 12:00:00 AM,1858,170720242,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,18,2017,1,1 Mon,,2017_03,"(38.44139914926864, -122.70809909157089)",SUSPICIOUS PERSON
SRP,01/30/2017 12:00:00 AM,1604,170300219,170001309,1065AR,MISSING PERSON AT RISK RPT,9,PHONE,HRI,16,2017,1,1 Mon,,2017_01,"(38.44060847304587, -122.70357684417716)",OTHER
SRP,01/21/2017 12:00:00 AM,2255,170210266,,415V,DISTURBANCE VERBAL,5,PHONE,HRI,22,2017,1,6 Sat,,2017_01,"(38.429256724757366, -122.76116936040742)",OTHER
SRP,06/24/2017 12:00:00 AM,0716,171750077,170008246,1017,SECURITYCHECK,5,OFFICER,HRI,7,2017,1,6 Sat,,2017_06,"(38.42761470647721, -122.73916678536578)",SECURITYCHECK
SRP,06/14/2017 12:00:00 AM,0130,171650011,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,1,2017,1,3 Wed,,2017_06,"(38.45650454740874, -122.73625977534589)",OUT WITH SUBJECT
SRP,12/26/2016 12:00:00 AM,2229,163610275,160017307,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,22,2016,1,1 Mon,,2016_12,"(38.42728268671444, -122.74340814830671)",UNWANTED GUEST
SRP,05/25/2017 12:00:00 AM,0150,171450014,,CTW,CHECK THE WELFARE,2,PHONE,HRI,1,2017,1,4 Thu,,2017_05,"(38.46414649339518, -122.72586077030728)",CHECK THE WELFARE
SRP,12/31/2016 12:00:00 AM,1201,163660103,,MD,MAN DOWN,5,PHONE,HRI,12,2016,1,6 Sat,,2016_12,"(38.43303536524404, -122.72616276706441)",MAN DOWN
SRP,07/17/2017 12:00:00 AM,1210,171980208,,415V,DISTURBANCE VERBAL,5,PHONE,HRI,12,2017,1,1 Mon,,2017_07,"(38.43353802665238, -122.74341036529769)",OTHER
SRP,02/07/2017 12:00:00 AM,1144,170380153,,664/459R,ATTEMPT BURGLARY REPORT,9,PHONE,HRI,11,2017,1,2 Tue,,2017_02,"(38.44005421050568, -122.71023996099531)",OTHER
SRP,01/30/2017 12:00:00 AM,1006,170300087,,1017,SECURITYCHECK,1,OFFICER,HRI,10,2017,1,1 Mon,,2017_01,"(38.45954751237316, -122.7275218151415)",SECURITYCHECK
SRP,06/23/2017 12:00:00 AM,0927,171740110,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,9,2017,1,5 Fri,,2017_06,"(38.44341398459733, -122.72460273856689)",SUSPICIOUS PERSON
SRP,08/01/2017 12:00:00 AM,1327,172130214,,CTW,CHECK THE WELFARE,9,PHONE,HRI,13,2017,1,2 Tue,,2017_08,"(38.440768747402494, -122.71371056580097)",CHECK THE WELFARE
SRP,06/02/2017 12:00:00 AM,0304,171530025,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,3,2017,1,5 Fri,,2017_06,"(38.4602047378349, -122.72868099566274)",OUT WITH SUBJECT
SRP,06/29/2017 12:00:00 AM,1919,171800335,,CO,COUNTY / CITY ORDINANCE,3,PHONE,HRI,19,2017,1,4 Thu,,2017_06,"(38.4490621634217, -122.75803860164604)",COUNTY / CITY ORDINANCE
SRP,06/03/2017 12:00:00 AM,1221,171540135,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,12,2017,1,6 Sat,,2017_06,"(38.44213496389333, -122.71524999565042)",OUT WITH SUBJECT
SRP,11/29/2016 12:00:00 AM,2300,163340403,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,23,2016,1,2 Tue,,2016_11,"(38.46036629997962, -122.72526009325398)",OUT WITH SUBJECT
SRP,05/14/2017 12:00:00 AM,1557,171340167,,647F,DRUNK IN PUBLIC,9,PHONE,HRI,15,2017,1,0 Sun,,2017_05,"(38.43772957996373, -122.72112713835271)",OTHER
SRP,11/30/2016 12:00:00 AM,1308,163350174,,415U,DISTURBANCE UNWANTED GUEST,8,PHONE,HRI,13,2016,1,3 Wed,,2016_11,"(38.41016682978184, -122.7138308877188)",DISTURBANCE UNWANTED GUEST
SRP,01/24/2017 12:00:00 AM,2235,170240494,,488JO,PETTY THEFT JUST OCCURRED,6,PHONE,HRI,22,2017,1,2 Tue,,2017_01,"(38.442467573185446, -122.68482476860059)",OTHER
SRP,11/30/2016 12:00:00 AM,0544,163350027,,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,5,2016,1,3 Wed,,2016_11,"(38.43232305211171, -122.72546430741387)",UNWANTED GUEST
SRP,03/06/2017 12:00:00 AM,2258,170650408,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,22,2017,1,1 Mon,,2017_03,"(38.44554249605279, -122.7072567512866)",OUT WITH SUBJECT
SRP,07/03/2017 12:00:00 AM,1405,171840202,,CTW,CHECK THE WELFARE,2,PHONE,HRI,14,2017,1,1 Mon,,2017_07,"(38.45065207501245, -122.71584156859633)",CHECK THE WELFARE
SRP,04/26/2017 12:00:00 AM,1210,171160177,,5150,MENTALLY ILL,1,PHONE,HRI,12,2017,1,3 Wed,,2017_04,"(38.44727990729633, -122.72685570990696)",OTHER
SRP,06/26/2017 12:00:00 AM,0007,171770002,,1017,SECURITYCHECK,4,OFFICER,HRI,0,2017,1,1 Mon,,2017_06,"(38.449918808608075, -122.69104536524634)",SECURITYCHECK
SRP,06/19/2017 12:00:00 AM,1459,171700221,,CTW,CHECK THE WELFARE,2,PHONE,HRI,14,2017,1,1 Mon,,2017_06,"(38.4585539742711, -122.71512099185114)",CHECK THE WELFARE
SRP,02/27/2017 12:00:00 AM,1830,170580253,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,18,2017,1,1 Mon,,2017_02,"(38.43778961016728, -122.72688488775258)",COUNTY / CITY ORDINANCE
SRP,12/28/2016 12:00:00 AM,1855,163630305,,415U,DISTURBANCE UNWANTED GUEST,3,PHONE,HRI,18,2016,1,3 Wed,,2016_12,"(38.466121648698206, -122.75193974439614)",DISTURBANCE UNWANTED GUEST
SRP,04/02/2017 12:00:00 AM,0406,170920056,,CTW,CHECK THE WELFARE,9,PHONE,HRI,4,2017,1,0 Sun,,2017_04,"(38.44060847304587, -122.70357684417716)",CHECK THE WELFARE
SRP,04/20/2017 12:00:00 AM,0724,171100045,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,7,2017,1,4 Thu,,2017_04,"(38.466562973039444, -122.71395426142743)",OUT WITH SUBJECT
SRP,05/11/2017 12:00:00 AM,0126,171310027,,CO,COUNTY / CITY ORDINANCE,2,OFFICER,HRI,1,2017,1,4 Thu,,2017_05,"(38.463474820670896, -122.71732863652257)",COUNTY / CITY ORDINANCE
SRP,04/04/2017 12:00:00 AM,2330,170940506,,1154,SUSPICIOUS VEHICLE,4,OFFICER,HRI,23,2017,1,2 Tue,,2017_04,"(38.48153736497001, -122.66409908903414)",SUSPICIOUS VEHICLE
SRP,05/24/2017 12:00:00 AM,0909,171440073,,UNWANTED,UNWANTED GUEST,6,PHONE,HRI,9,2017,1,3 Wed,,2017_05,"(38.43490086122272, -122.6869377283786)",UNWANTED GUEST
SRP,12/17/2016 12:00:00 AM,1921,163520273,,1017,SECURITYCHECK,7,OFFICER,HRI,19,2016,1,6 Sat,,2016_12,"(38.42723940097389, -122.73945613054352)",SECURITYCHECK
SRP,04/07/2017 12:00:00 AM,0818,170970060,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,8,2017,1,5 Fri,,2017_04,"(38.44367911464156, -122.71908523703078)",SUSPICIOUS PERSON
SRP,11/11/2016 12:00:00 AM,2043,163160398,160015325,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,20,2016,1,5 Fri,,2016_11,"(38.463634417063545, -122.72475890518757)",OUT WITH SUBJECT
SRP,05/15/2017 12:00:00 AM,1215,171350168,,SLEEPER,SUBJ SLEEPING,8,PHONE,HRI,12,2017,1,1 Mon,,2017_05,"(38.44031986185706, -122.68858189211034)",SUBJ SLEEPING
SRP,05/17/2017 12:00:00 AM,1019,171370125,,1017,SECURITYCHECK,5,OFFICER,HRI,10,2017,1,3 Wed,,2017_05,"(38.431930838926306, -122.7196827096598)",SECURITYCHECK
SRP,01/11/2017 12:00:00 AM,1647,170110277,,415,DISTURBANCE,9,PHONE,HRI,16,2017,1,3 Wed,,2017_01,"(38.440782713653704, -122.71367229945643)",DISTURBANCE
SRP,02/17/2017 12:00:00 AM,1325,170480162,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,13,2017,1,5 Fri,,2017_02,"(38.433783833944084, -122.71490459985516)",UNWANTED GUEST
SRP,02/13/2017 12:00:00 AM,0918,170440079,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,9,2017,1,1 Mon,,2017_02,"(38.459503940590295, -122.7287716350251)",OUT WITH SUBJECT
SRP,08/13/2017 12:00:00 AM,1353,172250169,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,13,2017,1,0 Sun,,2017_08,"(38.43485962295785, -122.7189895299956)",COUNTY / CITY ORDINANCE
SRP,02/04/2017 12:00:00 AM,1124,170350120,,1066,SUSPICIOUS PERSON,8,PHONE,HRI,11,2017,1,6 Sat,,2017_02,"(38.43285877378141, -122.6890895322025)",SUSPICIOUS PERSON
SRP,07/10/2017 12:00:00 AM,1438,171910251,,488JO,PETTY THEFT JUST OCCURRED,2,PHONE,HRI,14,2017,1,1 Mon,,2017_07,"(38.45941130978702, -122.71679891441823)",OTHER
SRP,06/22/2017 12:00:00 AM,1854,171730333,,1066,SUSPICIOUS PERSON,8,PHONE,HRI,18,2017,1,4 Thu,,2017_06,"(38.43974627774429, -122.69722800642096)",SUSPICIOUS PERSON
SRP,06/01/2017 12:00:00 AM,2251,171520451,,415V,DISTURBANCE VERBAL,9,PHONE,HRI,22,2017,1,4 Thu,,2017_06,"(38.43436960037504, -122.71874720449728)",OTHER
SRP,11/14/2016 12:00:00 AM,2034,163190310,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,20,2016,1,1 Mon,,2016_11,"(38.441057976050566, -122.71311990739652)",UNWANTED GUEST
SRP,05/10/2017 12:00:00 AM,1014,171300130,,1017,SECURITYCHECK,2,OFFICER,HRI,10,2017,1,3 Wed,,2017_05,"(38.46071325430904, -122.72203662443177)",SECURITYCHECK
SRP,02/10/2017 12:00:00 AM,0934,170410094,,1154,SUSPICIOUS VEHICLE,3,OFFICER,HRI,9,2017,1,5 Fri,,2017_02,"(38.446497316660086, -122.7415479022872)",SUSPICIOUS VEHICLE
SRP,08/10/2017 12:00:00 AM,0437,172220035,,OWS,OUT WITH SUBJECT,6,OFFICER,HRI,4,2017,1,4 Thu,,2017_08,"(38.453602593175404, -122.68109021862638)",OUT WITH SUBJECT
SRP,07/06/2017 12:00:00 AM,0726,171870040,,CO,COUNTY / CITY ORDINANCE,8,PHONE,HRI,7,2017,1,4 Thu,,2017_07,"(38.44319366995404, -122.69154597133036)",COUNTY / CITY ORDINANCE
SRP,04/27/2017 12:00:00 AM,0633,171170046,,SLEEPER,SUBJ SLEEPING,8,PHONE,HRI,6,2017,1,4 Thu,,2017_04,"(38.42397520162423, -122.70687234422344)",SUBJ SLEEPING
SRP,05/17/2017 12:00:00 AM,0811,171370063,,647F,DRUNK IN PUBLIC,1,PHONE,HRI,8,2017,1,3 Wed,,2017_05,"(38.45712578193403, -122.73140148356234)",OTHER
SRP,05/15/2017 12:00:00 AM,2222,171350379,,OWS,OUT WITH SUBJECT,5,OFFICER,HRI,22,2017,1,1 Mon,,2017_05,"(38.431539048906856, -122.72130207437141)",OUT WITH SUBJECT
SRP,03/02/2017 12:00:00 AM,1533,170610253,170002870,CTW,CHECK THE WELFARE,9,PHONE,HRI,15,2017,1,4 Thu,,2017_03,"(38.440726791375035, -122.71958972371435)",CHECK THE WELFARE
SRP,05/31/2017 12:00:00 AM,0819,171510056,170007129,1066,SUSPICIOUS PERSON,2,PHONE,HRI,8,2017,1,3 Wed,,2017_05,"(38.445737715823185, -122.71034881789862)",SUSPICIOUS PERSON
SRP,01/14/2017 12:00:00 AM,2057,170140330,,OWS,OUT WITH SUBJECT,4,OFFICER,HRI,20,2017,1,6 Sat,,2017_01,"(38.47478763805101, -122.67361438504346)",OUT WITH SUBJECT
SRP,02/14/2017 12:00:00 AM,0858,170450086,,CO,COUNTY / CITY ORDINANCE,2,PHONE,HRI,8,2017,1,2 Tue,,2017_02,"(38.46063657705947, -122.71936066411295)",COUNTY / CITY ORDINANCE
SRP,03/29/2017 12:00:00 AM,0440,170880038,,1154,SUSPICIOUS VEHICLE,1,OFFICER,HRI,4,2017,1,3 Wed,,2017_03,"(38.45547967737283, -122.73376628885164)",SUSPICIOUS VEHICLE
SRP,07/06/2017 12:00:00 AM,1050,171870155,,1066,SUSPICIOUS PERSON,8,PHONE,HRI,10,2017,1,4 Thu,,2017_07,"(38.42680289032031, -122.70293132006346)",SUSPICIOUS PERSON
SRP,04/20/2017 12:00:00 AM,1519,171100289,,488JO,PETTY THEFT JUST OCCURRED,9,PHONE,HRI,15,2017,1,4 Thu,,2017_04,"(38.437757820650745, -122.71570195751184)",OTHER
SRP,06/06/2017 12:00:00 AM,1417,171570260,170007429,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,14,2017,1,2 Tue,,2017_06,"(38.45525742477979, -122.73244048175353)",OUT WITH SUBJECT
SRP,12/25/2016 12:00:00 AM,0919,163600060,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,9,2016,1,0 Sun,,2016_12,"(38.433657561447525, -122.71400961810409)",COUNTY / CITY ORDINANCE
SRP,03/07/2017 12:00:00 AM,1514,170660256,,WAR,WARRANT ATTEMPT,9,PHONE,HRI,15,2017,1,2 Tue,,2017_03,"(38.43972095592681, -122.71971925262682)",OTHER
SRP,11/08/2016 12:00:00 AM,1022,163130120,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,10,2016,1,2 Tue,,2016_11,"(38.47223029208079, -122.73331658124295)",COUNTY / CITY ORDINANCE
SRP,05/23/2017 12:00:00 AM,0931,171430079,,646.9R,STALKING REPORT,5,PHONE,HRI,9,2017,1,2 Tue,,2017_05,"(38.44060847304587, -122.70357684417716)",OTHER
SRP,12/31/2016 12:00:00 AM,2043,163660248,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,20,2016,1,6 Sat,,2016_12,"(38.469784036858755, -122.73021426293012)",UNWANTED GUEST
SRP,05/01/2017 12:00:00 AM,2148,171210368,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,21,2017,1,1 Mon,,2017_05,"(38.46038926596804, -122.72772246761856)",UNWANTED GUEST
SRP,01/20/2017 12:00:00 AM,1311,170200240,,1017,SECURITYCHECK,2,OFFICER,HRI,13,2017,1,5 Fri,,2017_01,"(38.441833232629904, -122.70356795187325)",SECURITYCHECK
SRP,02/20/2017 12:00:00 AM,0716,170510039,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,7,2017,1,1 Mon,,2017_02,"(38.43262661451193, -122.7146486534584)",SUSPICIOUS PERSON
SRP,11/12/2016 12:00:00 AM,1537,163170202,,UNWANTED,UNWANTED GUEST,1,PHONE,HRI,15,2016,1,6 Sat,,2016_11,"(38.478503039927354, -122.73619656313272)",UNWANTED GUEST
SRP,02/07/2017 12:00:00 AM,0749,170380068,,1017,SECURITYCHECK,1,OFFICER,HRI,7,2017,1,2 Tue,,2017_02,"(38.47706183696713, -122.7356961535884)",SECURITYCHECK
SRP,02/19/2017 12:00:00 AM,2259,170500285,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,22,2017,1,0 Sun,,2017_02,"(38.43824303415852, -122.71361551940826)",SUSPICIOUS PERSON
SRP,03/30/2017 12:00:00 AM,0004,170890001,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,0,2017,1,4 Thu,,2017_03,"(38.46062726745441, -122.73221264053551)",COUNTY / CITY ORDINANCE
SRP,07/29/2017 12:00:00 AM,1337,172100167,,NARC,NARCOTIC ACTIVITY,9,PHONE,HRI,13,2017,1,6 Sat,,2017_07,"(38.43972095592681, -122.71971925262682)",OTHER
SRP,05/13/2017 12:00:00 AM,1701,171330214,170006336,CO,COUNTY / CITY ORDINANCE,6,PHONE,HRI,17,2017,1,6 Sat,,2017_05,"(38.45870266568168, -122.67298430604511)",COUNTY / CITY ORDINANCE
SRP,04/03/2017 12:00:00 AM,0714,170930057,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,7,2017,1,1 Mon,,2017_04,"(38.43137946030557, -122.71339339689463)",SUSPICIOUS PERSON
SRP,07/30/2017 12:00:00 AM,1504,172110175,170009966,1021,TELEPHONE,2,PHONE,HRI,15,2017,1,0 Sun,,2017_07,"(38.45105931176539, -122.70498572031785)",OTHER
SRP,06/19/2017 12:00:00 AM,0317,171700025,,1017,SECURITYCHECK,2,OFFICER,HRI,3,2017,1,1 Mon,,2017_06,"(38.46116714849746, -122.72497834978952)",SECURITYCHECK
SRP,05/10/2017 12:00:00 AM,1940,171300349,,415U,DISTURBANCE UNWANTED GUEST,2,PHONE,HRI,19,2017,1,3 Wed,,2017_05,"(38.443058335241695, -122.70395360725112)",DISTURBANCE UNWANTED GUEST
SRP,05/03/2017 12:00:00 AM,1517,171230218,170005833,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,15,2017,1,3 Wed,,2017_05,"(38.43978609612021, -122.7127545872658)",OUT WITH SUBJECT
SRP,03/13/2017 12:00:00 AM,0934,170720073,,415,DISTURBANCE,8,PHONE,HRI,9,2017,1,1 Mon,,2017_03,"(38.410177822885416, -122.71471744294682)",DISTURBANCE
SRP,06/26/2017 12:00:00 AM,1508,171770305,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,15,2017,1,1 Mon,,2017_06,"(38.43607151972507, -122.7095126194888)",SUSPICIOUS PERSON
SRP,06/06/2017 12:00:00 AM,0838,171570085,,SA,SPECIAL ASSIGNMENT / DETAIL,9,OFFICER,HRI,8,2017,1,2 Tue,,2017_06,"(38.44060847304587, -122.70357684417716)",OTHER
SRP,04/22/2017 12:00:00 AM,0713,171120063,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,7,2017,1,6 Sat,,2017_04,"(38.435213716743945, -122.7136969931988)",COUNTY / CITY ORDINANCE
SRP,11/23/2016 12:00:00 AM,0750,163280047,,SA,SPECIAL ASSIGNMENT / DETAIL,1,OFFICER,HRI,7,2016,1,3 Wed,,2016_11,"(38.457343068819696, -122.72655646346462)",OTHER
SRP,02/21/2017 12:00:00 AM,1202,170520176,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,12,2017,1,2 Tue,,2017_02,"(38.435213716743945, -122.7136969931988)",COUNTY / CITY ORDINANCE
SRP,04/29/2017 12:00:00 AM,1322,171190170,,FU,FOLLOW UP / INVESTIGATE,9,PHONE,HRI,13,2017,1,6 Sat,,2017_04,"(38.44060847304587, -122.70357684417716)",OTHER
SRP,04/14/2017 12:00:00 AM,2047,171040384,,1017,SECURITYCHECK,3,OFFICER,HRI,20,2017,1,5 Fri,,2017_04,"(38.45289278490098, -122.745804713325)",SECURITYCHECK
SRP,04/02/2017 12:00:00 AM,0944,170920094,,1017,SECURITYCHECK,9,PHONE,HRI,9,2017,1,0 Sun,,2017_04,"(38.44396395597882, -122.72447912544108)",SECURITYCHECK
SRP,12/28/2016 12:00:00 AM,1635,163630258,,FPROP,FOUND PROPERTY,3,PHONE,HRI,16,2016,1,3 Wed,,2016_12,"(38.45452679211755, -122.73937182616018)",OTHER
SRP,05/27/2017 12:00:00 AM,0954,171470122,,LAF,"LAW, FIRE AND LAW RELATED EVENT",2,PHONE,HRI,9,2017,1,6 Sat,,2017_05,"(38.44774807022493, -122.71342061299009)",OTHER
SRP,02/11/2017 12:00:00 AM,2216,170420309,,1066,SUSPICIOUS PERSON,9,PHONE,HRI,22,2017,1,6 Sat,,2017_02,"(38.44080475125462, -122.71410545783891)",SUSPICIOUS PERSON
SRP,07/05/2017 12:00:00 AM,0209,171860039,,1066,SUSPICIOUS PERSON,8,PHONE,HRI,2,2017,1,3 Wed,,2017_07,"(38.42557481350598, -122.69166177125545)",SUSPICIOUS PERSON
SRP,02/09/2017 12:00:00 AM,1734,170400264,,1154,SUSPICIOUS VEHICLE,7,PHONE,HRI,17,2017,1,4 Thu,,2017_02,"(38.42239886815129, -122.76175605947377)",SUSPICIOUS VEHICLE
SRP,07/06/2017 12:00:00 AM,1516,171870270,,415U,DISTURBANCE UNWANTED GUEST,1,PHONE,HRI,15,2017,1,4 Thu,,2017_07,"(38.47930913774579, -122.73509399277219)",DISTURBANCE UNWANTED GUEST
SRP,03/31/2017 12:00:00 AM,1132,170900130,170004242,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,11,2017,1,5 Fri,,2017_03,"(38.463474820670896, -122.71732863652257)",OUT WITH SUBJECT
SRP,02/01/2017 12:00:00 AM,1557,170320264,,FD,FLAGGED DOWN BY CITIZEN,1,OFFICER,HRI,15,2017,1,3 Wed,,2017_02,"(38.459904460097526, -122.7283985433917)",OTHER
SRP,06/12/2017 12:00:00 AM,2351,171630347,170007716,T,TRAFFIC STOP,1,OFFICER,HRI,23,2017,1,1 Mon,,2017_06,"(38.46872686590125, -122.74484182435833)",OTHER
SRP,03/24/2017 12:00:00 AM,1726,170830245,,1066,SUSPICIOUS PERSON,5,PHONE,HRI,17,2017,1,5 Fri,,2017_03,"(38.431345645504116, -122.74400546918164)",SUSPICIOUS PERSON
SRP,06/09/2017 12:00:00 AM,0204,171600017,,602,TRESPASS,5,PHONE,HRI,2,2017,1,5 Fri,,2017_06,"(38.43258199791884, -122.74390313311513)",OTHER
SRP,05/11/2017 12:00:00 AM,0838,171310101,,602,TRESPASS,8,PHONE,HRI,8,2017,1,4 Thu,,2017_05,"(38.41138390147002, -122.71462130847836)",OTHER
SRP,05/17/2017 12:00:00 AM,0103,171370011,,415,DISTURBANCE,5,PHONE,HRI,1,2017,1,3 Wed,,2017_05,"(38.44543789132019, -122.73372254834662)",DISTURBANCE
SRP,03/31/2017 12:00:00 AM,1707,170900244,,1066,SUSPICIOUS PERSON,1,PHONE,HRI,17,2017,1,5 Fri,,2017_03,"(38.46930313243521, -122.73070533044914)",SUSPICIOUS PERSON
SRP,03/11/2017 12:00:00 AM,0131,170700027,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,1,2017,1,6 Sat,,2017_03,"(38.444494416085895, -122.70396426059943)",OUT WITH SUBJECT
SRP,08/03/2017 12:00:00 AM,2359,172150465,,SLEEPER,SUBJ SLEEPING,2,PHONE,HRI,23,2017,1,4 Thu,,2017_08,"(38.464672959953965, -122.72554479878994)",SUBJ SLEEPING
SRP,11/23/2016 12:00:00 AM,0000,163270355,,1017,SECURITYCHECK,1,OFFICER,HRI,0,2016,1,3 Wed,,2016_11,"(38.46015936570417, -122.72760138500152)",SECURITYCHECK
SRP,08/14/2017 12:00:00 AM,2344,172260368,,T,TRAFFIC STOP,8,OFFICER,HRI,23,2017,1,1 Mon,,2017_08,"(38.42119677417243, -122.71349074596995)",OTHER
SRP,01/09/2017 12:00:00 AM,0834,170090076,,UNWANTED,UNWANTED GUEST,9,PHONE,HRI,8,2017,1,1 Mon,,2017_01,"(38.440726791375035, -122.71958972371435)",UNWANTED GUEST
SRP,05/16/2017 12:00:00 AM,1020,171360131,,UNWANTED,UNWANTED GUEST,2,PHONE,HRI,10,2017,1,2 Tue,,2017_05,"(38.45908033675291, -122.71836015911748)",UNWANTED GUEST
SRP,01/27/2017 12:00:00 AM,1454,170270267,,SLEEPER,SUBJ SLEEPING,2,PHONE,HRI,14,2017,1,5 Fri,,2017_01,"(38.46100358031597, -122.71642024354679)",SUBJ SLEEPING
SRP,12/08/2016 12:00:00 AM,1018,163430105,,CO,COUNTY / CITY ORDINANCE,1,PHONE,HRI,10,2016,1,4 Thu,,2016_12,"(38.47859845714981, -122.73371381603087)",COUNTY / CITY ORDINANCE
SRP,02/18/2017 12:00:00 AM,2129,170490329,170002321,1066,SUSPICIOUS PERSON,2,PHONE,HRI,21,2017,1,6 Sat,,2017_02,"(38.47042441418774, -122.72005650092703)",SUSPICIOUS PERSON
SRP,03/11/2017 12:00:00 AM,0301,170700049,,OWS,OUT WITH SUBJECT,9,OFFICER,HRI,3,2017,1,6 Sat,,2017_03,"(38.44564011030701, -122.7177013141119)",OUT WITH SUBJECT
SRP,05/04/2017 12:00:00 AM,1756,171240284,,415U,DISTURBANCE UNWANTED GUEST,2,PHONE,HRI,17,2017,1,4 Thu,,2017_05,"(38.46069549009659, -122.72531232836556)",DISTURBANCE UNWANTED GUEST
SRP,01/11/2017 12:00:00 AM,0748,170110059,,OWS,OUT WITH SUBJECT,8,OFFICER,HRI,7,2017,1,3 Wed,,2017_01,"(38.42761414752596, -122.71036770211605)",OUT WITH SUBJECT
SRP,02/21/2017 12:00:00 AM,1515,170520246,,1066,SUSPICIOUS PERSON,5,PHONE,HRI,15,2017,1,2 Tue,,2017_02,"(38.43315080586788, -122.74384272232827)",SUSPICIOUS PERSON
SRP,07/17/2017 12:00:00 AM,1046,171980149,,CO,COUNTY / CITY ORDINANCE,8,PHONE,HRI,10,2017,1,1 Mon,,2017_07,"(38.430107747922385, -122.71077299185374)",COUNTY / CITY ORDINANCE
SRP,06/11/2017 12:00:00 AM,2013,171620235,170007663,1056T,SUICIDE THREATS,9,PHONE,HRI,20,2017,1,0 Sun,,2017_06,"(38.4397073154909, -122.70770176978199)",OTHER
SRP,04/14/2017 12:00:00 AM,0955,171040137,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,9,2017,1,5 Fri,,2017_04,"(38.46217778548818, -122.73323087383599)",OUT WITH SUBJECT
SRP,05/19/2017 12:00:00 AM,2037,171390363,,OWS,OUT WITH SUBJECT,2,OFFICER,HRI,20,2017,1,5 Fri,,2017_05,"(38.457791000569166, -122.71682806010651)",OUT WITH SUBJECT
SRP,02/09/2017 12:00:00 AM,2321,170400338,,UNWANTED,UNWANTED GUEST,5,PHONE,HRI,23,2017,1,4 Thu,,2017_02,"(38.42728268671444, -122.74340814830671)",UNWANTED GUEST
SRP,02/19/2017 12:00:00 AM,1143,170500123,,CTW,CHECK THE WELFARE,1,PHONE,HRI,11,2017,1,0 Sun,,2017_02,"(38.459904460097526, -122.7283985433917)",CHECK THE WELFARE
SRP,03/08/2017 12:00:00 AM,1308,170670182,,OWS,OUT WITH SUBJECT,1,OFFICER,HRI,13,2017,1,3 Wed,,2017_03,"(38.459503940590295, -122.7287716350251)",OUT WITH SUBJECT
SRP,05/08/2017 12:00:00 AM,2002,171280331,170006099,IC,IN CUSTODY,9,PHONE,HRI,20,2017,1,1 Mon,,2017_05,"(38.43851375783359, -122.71646016219015)",OTHER
SRP,07/18/2017 12:00:00 AM,0712,171990038,,CO,COUNTY / CITY ORDINANCE,9,PHONE,HRI,7,2017,1,2 Tue,,2017_07,"(38.43939614806453, -122.70829222126721)",COUNTY / CITY ORDINANCE
SRP,03/24/2017 12:00:00 AM,1112,170830131,,1017,SECURITYCHECK,2,OFFICER,HRI,11,2017,1,5 Fri,,2017_03,"(38.44288962606383, -122.70370055488972)",SECURITYCHECK
SRP,01/24/2017 12:00:00 AM,1943,170240450,170001046,602,TRESPASS,6,PHONE,HRI,19,2017,1,2 Tue,,2017_01,"(38.44503065088822, -122.66489115312537)",OTHER
